spanish,english
"Es igualmente legítimo que existan acuerdos entre las empresas, acuerdos de autolimitación, todos esos acuerdos que permiten paliar los efectos nocivos de la competencia sobre las necesidades sociales o las necesidades ecológicas.","It is also legitimate for there to be inter-company agreements and voluntary restraint agreements, since all these agreements make it possible to reduce the detrimental effects of competition on social or ecological requirements."
"Por tanto, respondemos con toda claridad sí: es legítimo que puedan existir ayudas, que existan acuerdos, pero afirmamos que cada uno de estos acuerdos debe estar sujeto expresamente a una argumentación.","So our clear response is that, yes, such aid and such agreements are legitimate, but we say that every single one of these agreements must be expressly justified."
"El informe von Wogau propone devolver el control de esta legitimidad a nivel nacional.","The von Wogau report proposes referring supervision of the legitimacy of individual cases to national level."
"Eso nos parece relativamente peligroso, pero no obstante le daremos nuestro voto favorable, porque reconocemos que la Comisión no puede hacerlo todo.","We feel this is relatively dangerous, but all the same we shall vote in favour of it because we recognise that the Commission cannot do everything."
"Exigimos que se aplique la mayor transparencia y que se otorgue a la Comisión un mayor poder de investigación para verificar a posteriori la legitimidad de estas excepciones.","We demand that the greatest possible transparency should be in place and that greater powers of investigation be granted to the Commission in order to check the legitimacy of such exceptions after the fact."
"Señor Presidente, una vez más debatimos la política de competencia de la Unión Europea.","Mr President, once again we are debating the European Union' s competition policy."
"¿En qué condiciones, sin embargo, se desarrolla realmente este debate y a qué conclusiones deberíamos llegar?","But let us stop to consider the circumstances in which this debate is taking place and the conclusions to which it should bring us."
"Lo que caracteriza la realidad actual es la materialización de gigantescas absorciones, fusiones y compras de descomunales empresas de carácter monopolista y la formación de grupos tremendamente poderosos de ámbito planetario.","The overriding features of today' s economy are massive mergers and acquisitions involving huge companies with a market monopoly and the emergence of frighteningly powerful multinational groups."
"Francamente, ¿no debería ocuparse nuestro debate de esta situación?","Should we not be discussing this issue?"
"¿Qué política de competencia quiere y puede instaurar controles a la actuación de estas empresas monopolistas?","We need a competition policy which can and will introduce controls on the activities of these private-sector monopolies."
"Ciertos ramos de la industria europea, como la construcción naval, el transporte aéreo, la siderurgia, afectados por la política de competencia que se aplica, han sufrido terribles consecuencias.","Certain sectors of European industry, such as the shipbuilding industry, air transport and the steel industry, which have been hard hit by existing competition policy, have suffered tremendously."
"Han perdido posiciones e importantes porciones del mercado mundial y cientos de miles de puestos de trabajo.","They have lost their status, and a significant slice of the world market and hundreds of thousands of workers have been made redundant."
"¿Nos vamos a ocupar alguna vez de esta realidad?","When will we debate that?"
"La escandalosa concentración de poder en sectores de importancia estratégica pone en manos de grupos multinacionales especuladores la economía de países enteros, incluidos países miembros de la Unión.","The scandalous concentration of power in sectors of strategic importance is giving speculative multinational groups economies the size of entire states, and Member States of the Union at that."
"A pesar de todo esto, nosotros insistimos en debilitar aún más el sector público y estamos dispuestos a endurecer aún más la política de competencia, al considerar ayudas estatales incluso los encargos o pedidos de las administraciones públicas a empresas públicas.","And yet, we keep on weakening the public sector and we are ready and willing to tighten competition policy yet further by qualifying public procurement contracts placed with public-sector corporations as state aid."
"Por otra parte, la pérdida de cientos de miles de puestos de trabajo conduce a un explosivo aumento del paro.","At the same time, unemployment is spiralling as a result of the loss of hundreds of thousands of jobs."
"Los trabajadores se enfrentan a la mayor agresión a sus derechos laborales y sociales.","Workers are facing a massive attack on their employment and social rights."
"Los consumidores asisten a la merma de su nivel de vida, a la generalización de la pobreza y a la desarticulación y disolución del sector público y de la base productiva de la mayoría de los países de la Unión, en nombre de una violenta y desoladora competencia, en nombre de la economía de mercado absoluta y del impulso de los intereses monopolistas del gran capital.","Consumers see their standard of living being eroded, poverty spreading and the public sector and production base in most countries in the Union being dismantled and dissolved in the name of unadulterated and catastrophic competition, in the name of the absolute market economy and the promotion of the monopolistic interests of big business."
"Nosotros consideramos también responsable de todo esto a la política de competencia que se ejerce, y expresamos nuestro completo rechazo a esa política.","We consider the competition policy to be responsible for all this and are totally opposed to it."
"Señor Presidente, señor Comisario, en el transcurso de este año bisagra, antes de pasar a la moneda única, la Comisión no ha escatimado esfuerzos para que el euro nazca en un entorno favorable.","Mr President, Commissioner, in the course of this pivotal year, prior to the changeover to the single currency, the Commission has deployed every effort to ensure the birth of the euro in a favourable environment."
"La política de la competencia ha contribuido, en el marco de estos medios, a este acontecimiento.","The competition policy has, as far as these resources permitted, contributed to this event."
"Por nuestra parte, seguimos oponiéndonos firmemente a la moneda única que, lejos de traernos ventajas y la flexibilidad de una moneda común, nos ata al yugo artificial impuesto a los pueblos de Europa.","For our part, we remain staunchly opposed to the single currency which, far from bringing us the advantages and flexibility of a shared currency, imprisons us in an artificial straitjacket, which has been imposed on the peoples of Europe."
"Dicho esto, gobernar es prever, es también ser responsable y en este nuevo contexto impuesto, el derecho de la competencia debe desempeñar naturalmente un papel fundamental.","Having said that, governing means planning. It also means being responsible and, in this new context which has been forced upon us, competition law naturally has an essential role to play."
"En este ámbito, la Comisión ha dado prioridad a varios ejes de acción: actuar sobre la estructura de los mercados a través de la búsqueda activa de prácticas de lucha contra la corrupción, orientar la actividad de control de sus servicios únicamente hacia los asuntos que presentan un interés comunitario manifiesto y marcar su voluntad de modernización del Derecho de la competencia.","In this area, the Commission has given priority to a number of routes of action: acting on the structure of markets by actively combating anti-competitive practices, by refocusing its departments' supervisory activities only upon matters with a manifest Community interest and by affirming its intention to modernise competition law."
"En lo que respecta a las ayudas estatales, hay que velar por que no se sobrecargue el dispositivo, y la introducción de un registro público, en el que se consignen todas las ayudas, no nos parece deseable, porque esta pesada obligación iría en contra de los intentos de aligerar las trabas burocráticas.","As regards state aid, it is essential to ensure that regulations are not made more complex, and the introduction of a public register, where all aid would be recorded, does not seem advisable to us since this onerous commitment would quite naturally run counter to the attempts to simplify bureaucratic constraints."
"Por último, en lo relativo a la modernización de la aplicación de los artículos 85 y 86 del Tratado, no creemos que una aplicación descentralizada sea necesariamente el camino adecuado.","Finally, on the subject of modernising the implementation of Articles 85 and 86 of the Treaty, we do not think that decentralised application would necessarily be going in the right direction."
"En realidad, la Comisión no sólo mantiene el poder de sustraer un asunto a la competencia de las autoridades nacionales, sino que además impone la clara obligación a las jurisdicciones nacionales de evitar cualquier conflicto con las decisiones de la Comisión.","The Commission is, in fact, retaining not only the power to take matters out of the jurisdiction of national authorities, but clearly obliging the national jurisdictions to avoid disputing the decisions of the Commission at all."
"Los Estados nacionales se convertirían así en el brazo secular de la Comisión para el cumplimiento de la aplicación de unas normas que escapan a su competencia.","National states would thus become the secular arm of the Commission regarding observance of the application of rules which they do not control."
"Para terminar, diré que aunque determinadas medidas están bien encaminadas, nos mantendremos vigilantes con el fin de evitar un engranaje federalista que iría en detrimento de Europa y de la soberanía de los Estados.","In conclusion, I would say that while some measures are heading in the right direction, we shall of course remain vigilant in order to prevent the snowballing of Federalism which, if it were realised, would be to the detriment of Europe and the sovereignty of the states."
"Señor Presidente, señor Comisario, Señorías, expresamos un juicio básicamente positivo sobre el Libro Blanco de la Comisión sobre la competencia, en particular en lo que se refiere a la supresión del sistema de notificaciones y autorizaciones, sin embargo, también tenemos alguna perplejidad, o mejor, más de una.","Mr President, Commissioner, we have a basically positive view of the Commission' s White Paper on competition, particularly as regards the abolition of the system of notification and authorisation, but we are also puzzled by several things."
"Ante todo existe el riesgo de que la descentralización de las competencias, en muchos sentidos necesaria en el ámbito de los diferentes Estados, provoque un desarrollo anómalo de las iniciativas en materia de competencia, así como de que alguien se deje llevar por la tentación de utilizar el antitrust no como garantía última del buen y previsible funcionamientos de los mercados, sino como instrumento de política económica e industrial, de planificación y de interferencia con las dinámicas normales de los mismos mercados o, incluso, como instrumento de políticas proteccionistas.","First of all, there is a risk that the decentralisation of powers, though necessary in many ways, will cause an abnormal increase in competition-related initiatives, and that some people will be tempted to use competition law, not as a means to be resorted to when all else fails, of ensuring the smooth and predictable functioning of the markets, but for the purposes of as an instrument for economic and industrial policy, planning and interference with the natural workings of the markets themselves, or even for protectionist purposes."
"Al respecto, creo que nos van a ayudar los escritos de von Eieck y, sin duda, también los de un gran liberal italiano, Bruno Leoni, que alertaba sobre los riesgos de un desarrollo anómalo de las políticas anticompetitivas.","In this respect, we should heed the words of von Eieck, and doubtless also those of the great Italian liberal Bruno Leoni, who warned precisely against the risks of an abnormal increase in anti-competition policies."
"Hoy por hoy, la injerencia del Estado en la economía causa los más graves perjuicios al mercado, la competencia y la libertad de elección de los usuarios y de los consumidores europeos.","State interference in the economy is, even today, still to blame for the most serious hindrances placed in the way of the market, competition and freedom of choice for European users and consumers."
"Existen las ayudas estatales a las empresas, ya hemos hablado de ellas, sigue habiendo una fuerte presencia pública en la economía -piénsese en que el Tesoro italiano controla el 15% de la capitalización bursátil-, existen las trabas que gobiernos y bancos centrales ponen a las operaciones de fusión y adquisición; durante estas semanas se ha hablado con frecuencia del caso Vodafone-Mannesmann y del salvamento de la empresa Holzmann.","There is State aid for businesses - we have already discussed this, there is still a strong public presence in the economy - it is estimated that the Italian Treasury controls 15% of stock exchange capitalisation; governments and central banks place obstacles in the way of mergers and acquisitions; and there has been much talk in recent weeks about Vodafone' s bid for Mannesmann and the bailout of Holzmann."
"Por último, señor Comisario, no podemos olvidar que siguen estando en manos públicas amplios sectores económicos como las televisiones públicas, financiadas obligatoriamente por los contribuyentes, las oficinas de comunicaciones y algunos sistemas de seguro obligatorio, incluidos los de asistencia sanitaria y previsión, gestionados por monopolios públicos ineficaces que no dejan escapatoria a los usuarios, salvo a los más pudientes.","Finally, Commissioner, we cannot forget that large sections of the economy are still firmly in the hands of the state, ranging from state television, which is funded on a mandatory basis by the taxpayer, and the Post Office, to some compulsory insurance schemes, including health and social welfare systems, which are managed by inefficient state monopolies which leave no-one but the wealthy user with any other option."
"Señor Comisario, sé perfectamente cuáles son los vínculos de los Tratados, sin embargo, creo que también en esta ocasión es importante reiterar que la economía europea sufre en la competición con la americana, también y sobre todo, por la falta de aperturas y de competencia.","Commissioner, I am quite familiar with the constraints imposed by the Treaties, but I believe that, it must be emphasised once again that the European economy is finding it hard to compete with the American economy, especially because of insufficiently open markets and a lack of genuine competition."
"Lo que se está haciendo es probablemente muy importante pero continúa siendo insuficiente.","What is being done may well be very important, but it is still not sufficient."
"Presidente, tenemos un debate peculiar: sobre la política de competencia y sobre las ayudas estatales, la mano izquierda y derecha de la administración, por así decirlo.","Mr President, we are holding a special debate: on competition policy and state aid, the government' s right and left hand, so to speak."
"Mientras los criterios de la UEM obligan a los Estados miembros a que reduzcan sus gastos, se mantiene el alto nivel de ayudas estatales a la empresa privada.","Whilst the EMU criteria are forcing Member States to curb expenditure, the high level of state aid to industry has so far remained in place."
"Es comprensible, porque el Estado miembro que empiece reduciendo las ayudas estatales corre el riesgo de que las empresas se vayan, con las correspondientes consecuencias negativas para el empleo.","This is understandable, because it is highly likely that Member States which start to cut back on state aid will cause companies to leave, with adverse effects on employment."
"Pero al mismo tiempo es incomprensible, porque el mal sentido empresarial y los puestos de trabajo inviables no deben ser apoyados con el dinero de los contribuyentes.","But, at the same time, this is not understandable because bad management and non-viable jobs should not be funded by taxpayers' money."
"En principio sólo se pueden aceptar las regulaciones horizontales, porque apenas alteran, o no lo hacen en absoluto, la competencia.","In principle, only horizontal regulations are permissible because they do not distort, or hardly distort, competition."
"Por eso, las enmiendas 6 y 7 del ponente merecen nuestro apoyo.","The rapporteur' s Amendments Nos 6 and 7, therefore, deserve our support."
"Las enmiendas 1 y 5 señalan el fenómeno del fracaso del mercado, ya que los instrumentos de mercado por si solos no nos conducen a la sociedad ideal.","Amendments Nos 1 and 5 make reference to the phenomenon of market failure because the market instrument in itself does not result in the ideal society."
"Los más desfavorecidos están justo donde más palos caen.","Vulnerable people find themselves hardest hit."
"El funcionamiento del mercado debe ser aprovechado de forma calculada para que se desarrolle al máximo la responsabilidad de los ciudadanos y de las empresas.","Market forces must be employed in a sophisticated manner to do full justice to the responsibility of citizens and companies."
"Si esta apuesta falla, la administración debe intervenir.","If this comes to nothing, then the government has to step in."
"El Libro Blanco de la Comisión sobre la modernización de la política de la competencia se parece más a un documento de debate.","The Commission' s White Paper on modernising competition policy seems more like a discussion paper."
"La defensa de la descentralización para aliviar la saturación laboral en la DG de la Competencia suena simpática, pero la manera en que la Comisión quiere realizarla sobrecargará al poder judicial.","The plea in favour of decentralisation in order to lighten the load within the Directorate-General on Competition is a kind gesture, but the way in which the Commission would like to carry this through would lead to the judiciary being stretched."
"Y esto iría en detrimento de la seguridad jurídica de las empresas privadas.","This would be at the expense of legal certainty within industry."
"¿Se disminuirá verdaderamente el exceso de trabajo de la Comisión si los jueces nacionales están obligados a informar a la Comisión?","Does the pressure of work within the Commission really decrease when national judges are required to report to the Commission?"
"¿Qué opinión tiene el Consejo acerca de esto y está el Comisario dispuesto a reconsiderar profundamente estas cuestiones?","What is the Council' s opinion on this and is the Commissioner prepared to completely reconsider these points?"
"Señor Presidente, un Libro Blanco, por definición, no está hecho para tomar o dejar, su función es la de provocar respuestas y este Libro Blanco lo ha conseguido.","Mr President, a White Paper, by definition, is not something you can take or leave. It is there to generate reactions and the White Paper has certainly succeeded in doing that."
"Es una buena base para el debate y en ese sentido le damos la bienvenida.","It forms a sound basis for discussion and is to be welcomed in this sense."
"Comprendo los puntos de partida de los autores y los comparto.","I understand where the authors are coming from and I share their views."
"Confío también en que usted, Comisario, quiera mantener la reputación y el trabajo hecho por sus predecesores y que sus servicios tengan el mismo objetivo.","I also assume that you, Commissioner, want to honour the reputation of, and the work put in by, your predecessors and that your offices will pursue the same objective."
"No me puedo imaginar que la Comisión desarrolle iniciativas para deseuropeizar o renacionalizar drásticamente. Sin embargo, estoy preocupada y tengo algunas preguntas.","I cannot imagine the Commission taking initiatives in order to de-Europeanise or re-nationalise in a thorough manner, but I have my concerns and questions nevertheless."
"En primer lugar tengo una pregunta sobre la coherencia de la aplicación de la política.","Firstly, these relate to the coherence of the policy' s application."
"Por regla general soy una gran partidaria de la diversidad cultural, pero no en el ámbito de la competencia en el mercado interior.","In general, I am a great defender of cultural diversity but not in terms of competitiveness within the internal market."
"El mercado interior necesita una política de competencia uniforme, no sólo en el concepto sino también en la aplicación.","The internal market needs a uniform competition policy, not only in terms of concept, but also in terms of application."
"Bien es verdad que se redactan regulaciones europeas y comunicaciones interpretativas.","It is true, there are some European regulations and interpretative statements on the way."
"La Comisión tendría el derecho de conocimiento y daría directrices a las autoridades nacionales de la competencia.","The Commission is also said to have the right of evocation and can give guidelines to the national competition authorities."
"Sin embargo, me pregunto si no corremos el riesgo de meternos en una procesión de Echternach donde antes de poder dar dos pasos hacia adelante hemos de dar cada vez uno hacia atrás.","But I still wonder if we do not run the risk of ending up in a kind of Echternach procession where we will have to take one step back before we are able to take two steps forward."
"Por lo tanto, Comisario, me gustaría que me informara un poco más sobre cómo va a garantizar la Comisión esta aplicación uniforme en la práctica y si usted mismo ve factibles los caminos que se esbozan a partir del punto cien del Libro Blanco.","So, I would like to hear more about how the Commission will guarantee this uniform application in practice and whether you yourself consider the courses outlined from point one hundred onwards in the White Paper to be feasible."
"En segundo lugar comprendo las preocupaciones de la empresa privada por la seguridad jurídica.","Secondly, I understand the worry of industry regarding legal certainty."
"Justo por esa razón hay tantas notificaciones.","Many dossiers are currently being filed with precisely this concern."
"En el futuro desaparecerá este instrumento.","This instrument will fall by the wayside in future."
"Usted dice en el Libro Blanco que la Comisión seguirá concediendo autorizaciones singulares que pueden servir como directriz, pero ¿cuáles van a ser los criterios para conceder o no dichas autorizaciones singulares?","In the White Paper, you state that the Commission will still issue particular orders which can be used as guidelines, but what will your criteria be for granting such orders one day but not the next?"
"En tercer lugar me gustaría saber si la Comisión ha investigado cuáles serán las consecuencias de su nueva política en cuanto a la estrategia de las empresas.","Thirdly, I would like to know whether the Commission has looked into the effects its new approach will have on industrial strategy."
"Me preocupa sobre todo la suerte que corren las PYME que van a perder parte de la protección jurídica y económica según la nueva exención por categorías vertical del sector de la distribución.","I have particular concerns regarding the fate of SMEs which will lose part of their legal and financial protection, as is already the case, one has got to admit, within the new vertical group exemption for the distribution sector."
"En cuarto lugar me gustaría saber por qué la Comisión no opta en caso de infracciones evidentes de las reglas de la competencia por permitir que entre en funcionamiento la sanción de nulidad ex tunc.","Fourthly, I would like to be informed of why the Commission does not choose to apply the invalidity penalty in the case of evident infringements of the competition rules."
"En quinto lugar está la inminente ampliación y me pregunto si los países candidatos están preparados para nuestro juego.","Fifthly, with the pending enlargement, I wonder whether the candidate counties will be able to play our game."
"Es como si estuvieran entrenándose todavía.","They are still in training, as it were."
"¿Qué garantías tenemos de que evolucionarán hasta jugadores de primera división en la liga del mercado interior?","What guarantees do we have that they will grow into first-class players in the league of the internal market?"
"En sexto y último lugar señalo una cuestión que ya recordé en mi informe sobre las restricciones verticales, es decir el "legal privilege" de los abogados de empresa.","Sixthly and lastly, I would remind you of a point that I have already raised in my report on vertical restrictions, namely the legal privilege of company lawyers."
"Si la Comisión realiza sus propuestas del Libro Blanco, me parece que se aumentará la discriminación en el mercado interior entre los asesores jurídicos externos e internos y que se hará por lo tanto más inaceptable.","If the Commission implements the White Paper objectives, it seems to me that discrimination within the internal market and between external and internal legal advisers will become more pronounced and hence even less acceptable."
"¿Cuenta la Comisión con emprender alguna acción para conceder un "legal privilege" a los juristas "in house" de todos los Estados miembros?","Is the Commission considering taking any action to allow in-house lawyers in all Member States legal privilege?"
"Señor Comisario, le hago estas preguntas como defensora del mercado interior y espero que en este sentido seamos socios y que la discusión entre estos socios no se haga en balde sino que dé sus frutos.","Commissioner, I am asking these questions as a defender of the internal market and I hope that, in this sense, we are all partners and that the discussion between these partners does not remain sterile but can bear fruit."
"Señor Presidente, quiero que mis primeras palabras, al iniciar mi intervención sobre el Libro Blanco, sean de felicitación al ponente, Sr. von Wogau.","Mr President, I would like, in beginning my speech regarding the White Paper, to congratulate the rapporteur, Mr von Wogau."
"Del alto grado de coincidencia del Grupo del Partido de los Socialistas Europeos con su informe es prueba evidente que se haya presentado en este trámite una sola enmienda.","The fact that the Group of the Party of European Socialists is very much in agreement with your report is clearly demonstrated by the fact that only one amendment has been presented during this procedure."
"Estamos, pues, de acuerdo con el informe, de la misma forma, señor Comisario, que estamos de acuerdo con las líneas fundamentales del Libro Blanco.","We are, therefore, in agreement with the report, Commissioner, as well as the broad outlines of the White Paper."
"El Derecho comunitario de la competencia ha constituido, desde la entrada en vigor del Tratado, uno de los apartados básicos de la política comunitaria.","Since the Treaty entered into force, Community law on competition has been one of the tenets of Community policy."
"Ahora bien, tras cerca de cuarenta años de vigencia, esas normas han empezado a dar síntomas de agotamiento.","After almost forty years of being in force, these rules were beginning to show signs of exhaustion."
"Era por ello urgente una modernización.","For this reason, modernisation was essential."
"Esa modernización se hacía particularmente necesaria en cinco puntos.","That modernisation came to be particularly necessary for five reasons."
"En primer lugar, el sistema de autorizaciones; en segundo lugar, la aplicación descentralizada; en tercer lugar, las normas de procedimiento; en cuarto lugar, la aplicación judicial; y en quinto y último lugar, el excesivo formalismo.","Firstly, the authorisation system; secondly, decentralised application; thirdly, procedural rules; fourthly, judicial application; and fifthly and finally, excessive red tape."
"El sistema de autorizaciones singulares precisaba una urgente reforma, que era pedida unánimemente por las empresas, los estudiosos y los abogados especializados.","The system of individual approvals needed urgent reform, as was unanimously requested by specialised companies, academics and lawyers."
"No he asistido a un solo foro de especialistas en derecho de la competencia en el que no se solicitara un cambio del sistema.","I have not attended a single forum of specialists in competition law which has not requested a change to the system."
"Un sistema capaz de ofrecer tan escasas decisiones, sea de autorización o sea de prohibición, como el vigente, es cualquier cosa menos un sistema válido.","A system, such as the current one, which is capable of making so few decisions, be they approvals or prohibitions, is something less than a valid system."
"Los artículos 81.1 y 82 podían, desde hace tiempo, ser aplicados por las autoridades nacionales de la competencia.","National competition authorities were able to apply Articles 81(1) and 82 for some time."
"Sin embargo, éstas no podían aplicar el artículo 81.3, lo cual impedía en cierta medida una aplicación coherente del artículo 81.1.","However, they could not apply Article 81(3), which, to a certain extent, prevented the coherent application of Article 81(1)."
"En la actualidad, saben sus señorías que hay pendientes dos cuestiones prejudiciales ante el Tribunal de Justicia, planteadas por sendos tribunales alemanes, en las que se cuestiona si es posible aplicar el artículo 81.1 sin poder aplicar el 81.3.","You will know that there are currently two preliminary issues before the Court of Justice, both brought by German courts, which question the feasibility of applying 81(1) without being able to apply 81(3)."
"Era también, por lo tanto, necesaria una reforma en ese punto.","A reform of this point was therefore also necessary."
"El procedimiento en materia de competencia está básicamente contenido en el Reglamento nº 1762.","The procedure in the field of competition is basically contained in Regulation 1762."
"Las voces en favor de su modificación eran unánimes.","The voices in favour of its amendment were unanimous."
"El hecho de que no fijara un auténtico procedimiento, que no se establecieran plazos, que no se regulara el acceso de los interesados al expediente o no se reconocieran adecuadamente los derechos de la defensa, eran motivos que provocaban la unanimidad en la petición de reforma.","The fact that it did not establish a genuine procedure, that it did not establish time limits, that it did not regulate access for interested parties to the files, or that the right to defence was not properly recognised, were factors which led to the unanimous demand for reform."
"El Tribunal de Justicia ha aceptado, desde hace tiempo, que el Derecho comunitario de la competencia podía ser aplicado por los órganos jurisdiccionales de los Estados miembros, y la Comisión ya publicó, en el año 1994, una comunicación sobre ese tema.","The Court of Justice accepted some time ago that Community competition law could be applied by the legal bodies of the Member States and in 1994, the Commission published a communication on this subject."
"Era, pues, necesario facilitar esa vía.","It was therefore necessary to facilitate this approach."
"Una de las críticas más frecuentes que se hacen del Derecho comunitario de la competencia es su excesivo formalismo.","One of the most frequent criticisms of Community competition law is its excessive red tape."
"Como consecuencia de la tradición jurídica continental, la consideración de que determinados acuerdos sean o no anticompetitivos depende más del análisis de sus cláusulas que de los efectos en el mercado.","As a consequence of the continental legal tradition, consideration of whether certain agreements are anti-competitive or not depends more on an analysis of their clauses than on their effects on the market."
"Era, pues, necesario introducir el análisis económico.","It was therefore necessary to introduce an economic analysis."
"El Libro Blanco pretende resolver esos problemas y, por lo tanto, apoyamos sus propuestas.","The White Paper intends to resolve these problems and we therefore support these proposals."
"Es cierto que notamos también ciertas deficiencias que se han puesto de manifiesto en el informe.","It is also true that we note certain deficiencies which have come to light in the report."
"Entre ellas, en primer lugar, que a pesar de tratar de la modernización de los artículos 81 y 82, pone exclusivamente el peso en el artículo 81 y no en el artículo 82.","Amongst these, firstly, is the fact that, despite trying to modernise Articles 81 and 82, Article 81 and not Article 82 carries exclusive weight."
"En estos momentos, en los que los procesos de concertación de empresas, o de privatización de los monopolios, han mantenido posiciones dominantes e incluso las han incrementado, la persecución de las conductas abusivas se hace especialmente importante.","At the moment, with inter-company agreements and the privatisation of monopolies preserving dominant positions and even consolidating them, the combating of abusive conduct is becoming particularly important."
"En segundo lugar, el Reglamento nº 1762 debe ser derogado y sustituido por un nuevo reglamento.","Secondly, Regulation 1762 must be repealed and replaced with a new regulation."
"En esos términos, vamos a apoyar el informe.","For these reasons, we are going to vote in favour of the report."
"Ahora bien, si se aprueban algunas de las enmiendas, particularmente las presentadas por el Grupo parlamentario del PPE, consideraríamos que el informe quedaría desvirtuado, se convertiría en un documento contradictorio, falto de rigor y, en ese supuesto, reconsideraríamos nuestro apoyo.","However, if some of the amendments are accepted, particularly those presented by the PPE-DE Group, we would consider the report to be stripped of its value and to have become an inconsistent document, lacking in rigour and, in that event, we would reconsider our support."
"Señor Presidente, Señorías, entre los diversos temas que se contemplan en este debate conjunto, desearía hacer una reflexión sobre el que ha tratado nuestro colega Berenguer, es decir, la modernización de la política de la competencia, a la que hace referencia el Libro Blanco de la Comisión.","Mr President, amongst the various issues being dealt with in this joint debate, I would like to comment on the one mentioned by Mr Berenguer, that is to say, the modernisation of competition policy, which is the subject of the Commission' s White Paper."
"Francamente, creo que esta modernización ha sido satisfactoria.","Frankly, I believe that this modernisation has been satisfactory."
"El Comisario Monti obtiene buenos resultados en su gestión, igual que su predecesor y, evidentemente, ha establecido la garantía de que, de manera paralela a la creación y al desarrollo del mercado interior europeo, ha sido capaz de establecer los correspondientes correctivos para que la economía de mercado dentro de la Unión funcione adecuadamente, sin las desviaciones que los economistas sabemos que pueden existir cuando se amplia el mercado, como ha ocurrido en la Unión Europea a partir del año 1993.","Through his management, Commissioner Monti achieves good results, as did his predecessor and, clearly, he has established a guarantee which, in parallel with the creation and development of the European internal market, has been capable of establishing the corresponding corrective measures so that the market economy within the Union may work adequately, without the distortions which we economists know may arise when the market is enlarged, as has happened in the European Union since 1993."
"Si funciona bien, si estamos satisfechos, si la actuación básica de la Comisión ha sido correcta, ¿por qué la modificación?","If it functions well, if we are satisfied, if the Commission has basically acted correctly, why the need for the modification?"
"Se han presentado diversos argumentos a su favor.","Various arguments have been presented in its favour."
"El Sr. Berenguer ha ofrecido un análisis muy ajustado, justificando su necesidad y las consecuentes reformas para mejorar el funcionamiento de la competencia, pero mi preocupación es la de asegurar que los estándares y criterios que se aplicarán a través de las correspondientes administraciones de los Estados miembros sean realmente en todas partes idénticos.","Mr Berenguer made a very accurate analysis, justifying the need and the relevant reforms for improving the dynamics of competition, but my concern is to ensure that the standards and criteria which will be applied through the corresponding administrations in the Member States, are truly identical in all regions."
"Porque si no es así, nos encontraremos ante la paradoja de que sea la propia Comisión la que introduce elementos de competencia desleal en el funcionamiento del mercado interior europeo.","Because, if this is not the case, we will be faced with the paradox that the Commission itself will introduce elements of unfair competition into the functioning of the European internal market."
"En ese caso no habríamos avanzado sino que, por el contrario, habríamos retrocedido en la aplicación de la política de competencia dentro de la Unión.","In that event we would not have moved forward, but rather backwards, in the application of competition policy in the Union."
"Señor Presidente, quisiera hacer constar en primer lugar mi reconocimiento a la Comisión por la mejora que representa el XXVIII informe sobre la política de competencia en la Unión, respecto a ediciones precedentes.","Mr President, I would like firstly to express my appreciation to the Commission for the improvement represented by the XXVIIIth report on competition policy in the Union, when compared to previous reports."
"Quiero, asimismo, destacar la labor llevada a cabo por el ponente, Sr. Rapkay, quien ha diseccionado de una forma concisa un texto tan denso y amplio como éste.","I would also like to highlight the work carried out by the rapporteur, Mr Rapkay, who has dissected this dense and comprehensive text in such a concise way."
"Y también le quiero apoyar plenamente en su comentario sobre la necesidad de dejar a las regiones -como el País Vasco, al cual represento- un margen de acción en virtud del principio de subsidiariedad.","I would also like to fully support his comments on the need to allow the regions - such as the Basque Country, which I represent - a margin for action, by virtue of the principle of subsidiarity."
"Sin embargo, no puedo olvidar las críticas realizadas en numerosas ocasiones tanto por los Estados miembros como por los operadores del mercado, que, ante el amplio margen de maniobra, de discrecionalidad, reconocido a la Comisión para evaluar cada caso concreto, alegan la existencia de una inseguridad jurídica, al no existir unas reglas claras de juego que permitan a los interesados prever la posición de la autoridad y, así, efectuar ajustadamente sus solicitudes de ayuda al fomento de la actividad económica y del empleo, el planteamiento de fusiones de empresas, etc.","Nevertheless, I cannot forget the numerous criticisms, both from Member States and from market operators, which, given the broad margin for manoeuvre and discretion enjoyed by the Commission in its evaluation of specific cases, maintain that they suffer from legal insecurity in the absence of clear rules allowing interested parties to anticipate the position of the authorities and thereby make feasible requests for aid aimed at the promotion of economic activity and employment, the planning of company mergers etc."
"La única garantía ha venido siendo la de buscar previamente una autorización favorable, recurriendo a expedientes individuales que no se resuelven en un plazo menor a los seis u ocho meses, un plazo excesivamente dilatado que no hace sino añadir problemas de falta de agilidad a la actividad generadora de riqueza y empleo.","The only guarantee has been to seek prior favourable approval, through individual cases, which will take more than six or eight months to resolve, an excessively long period, which simply leads to problems of a lack of flexibility, affecting the generation of wealth and employment."
"Por ello, yo echo en falta y, en consecuencia, sugiero, la conveniencia de establecer una mayor normativa, de promulgar unas reglas de juego claras, con las cuales podremos salir ganando todos: empresarios, inversores, trabajadores y ciudadanía en general.","I therefore believe that something is missing and I suggest that we establish more regulations, lay down clear rules, which will benefit all of us: businesspeople, investors, workers and the citizens in general."
